pkey,gender,age,birth_year,education,has_spouse_raw,has_child_raw,num_children,youngest_child_age,emp_status,work_style,contract_type,industry,firm_size,occupation,position,weekly_hours,annual_income,current_job_start_year,intention,ev_quit,ev_started_job
41,1,56,1966,5,1,1,3,12.0,1,1,1,14,2,9,3,47.0,359,1993,4,0,0
42,2,29,1993,2,1,1,1,17.0,1,1,1,12,7,3,3,37.0,219,2011,3,0,0
43,2,60,1962,5,1,2,0,,1,1,2,2,5,12,8,31.0,321,2010,4,0,0
44,1,28,1994,7,2,2,0,,1,1,2,5,6,9,8,34.0,344,2012,3,0,0
45,2,37,1985,5,1,2,0,,1,1,1,4,4,4,2,36.0,132,2014,3,0,0
46,2,33,1989,5,1,1,1,6.0,1,1,1,13,2,12,8,22.0,518,2014,4,0,0
47,1,37,1985,5,1,2,0,,1,1,2,16,7,3,2,44.0,559,2011,4,0,0
48,1,57,1965,3,1,1,1,4.0,1,1,1,7,5,8,8,47.0,400,2021,3,0,0
49,2,50,1972,4,1,1,3,12.0,1,1,4,6,3,9,1,41.0,84,2014,4,0,0
50,1,52,1970,5,1,1,3,19.0,1,1,2,10,6,12,8,35.0,327,1996,4,0,0
51,1,31,1991,5,1,1,2,15.0,1,1,1,17,1,7,1,41.0,192,2009,4,0,0
52,1,58,1964,5,1,1,1,5.0,1,1,1,7,7,12,1,26.0,304,2012,4,0,0
53,2,38,1984,6,1,1,2,19.0,1,1,2,5,5,4,1,25.0,690,2012,2,0,0
54,2,47,1975,4,1,1,3,10.0,1,1,1,9,5,10,8,53.0,82,2011,3,0,0
55,2,48,1974,2,1,2,0,,1,1,3,16,1,3,8,23.0,290,2018,4,0,0
56,2,47,1975,2,2,2,0,,1,1,1,13,2,12,2,46.0,558,2017,4,0,0
57,1,45,1977,3,1,2,0,,1,1,1,9,6,10,8,51.0,331,1995,4,0,0
58,2,40,1982,5,2,2,0,,1,1,1,13,4,8,2,40.0,291,2001,4,0,0
59,1,46,1976,6,1,2,0,,1,1,2,1,1,1,8,39.0,793,2001,4,0,0
60,1,57,1965,6,1,2,0,,1,1,5,13,5,6,3,41.0,505,2013,3,0,0
61,2,36,1986,5,1,1,2,16.0,1,1,4,2,6,2,8,23.0,601,2004,4,0,0
62,1,41,1981,5,1,1,3,7.0,1,1,1,7,2,12,8,35.0,467,2016,4,0,0
63,2,28,1994,4,1,2,0,,1,1,3,6,5,5,8,51.0,430,2012,2,0,0
64,2,35,1987,5,1,1,1,17.0,1,1,1,12,7,10,8,41.0,671,2006,4,0,0
65,2,51,1971,5,1,2,0,,1,1,1,5,4,11,3,38.0,756,2012,4,0,0
66,2,46,1976,6,1,1,3,4.0,1,1,4,5,2,2,8,40.0,122,1999,4,0,0
67,2,29,1993,5,2,2,0,,1,1,1,16,7,10,1,34.0,491,2011,4,0,0
68,1,42,1980,4,2,2,0,,1,1,4,9,7,4,8,30.0,449,2013,4,0,0
69,1,53,1969,4,1,2,0,,1,1,1,13,4,2,3,47.0,332,2001,4,0,0
70,1,25,1997,3,2,2,0,,1,1,1,10,3,4,1,32.0,597,2015,3,0,0
71,1,23,1999,6,1,1,3,8.0,1,1,1,11,6,7,8,58.0,525,2017,4,0,0
72,1,36,1986,3,1,1,3,18.0,1,1,4,12,1,11,8,37.0,823,2008,4,0,0
73,2,47,1975,2,1,1,3,1.0,1,1,1,12,3,9,2,43.0,742,2012,4,0,0
74,1,33,1989,4,1,1,2,16.0,1,1,3,16,4,3,2,53.0,674,2009,4,0,0
75,1,53,1969,6,1,1,2,19.0,1,1,1,14,5,4,2,43.0,245,1995,4,0,0
76,1,54,1968,5,1,1,1,15.0,1,1,2,6,5,4,8,29.0,267,2011,4,0,0
77,1,42,1980,5,1,2,0,,1,1,1,3,3,9,1,35.0,284,1998,3,0,0
78,2,36,1986,5,1,1,1,6.0,1,1,1,15,7,7,8,26.0,770,2017,4,0,0
79,2,22,2000,3,2,2,0,,1,1,2,7,5,1,1,38.0,253,2018,2,0,0
80,2,53,1969,6,1,2,0,,1,1,2,6,4,1,8,31.0,272,2012,4,0,0
81,2,56,1966,4,1,2,0,,1,1,1,2,7,1,8,38.0,196,2021,4,0,0
82,1,38,1984,2,1,2,0,,1,1,1,10,1,12,2,51.0,985,2002,4,0,0
83,2,41,1981,5,1,1,1,11.0,1,1,1,9,5,7,8,53.0,402,2011,4,0,0
84,1,51,1971,3,1,1,3,2.0,1,1,4,15,7,6,8,26.0,534,2018,4,0,0
85,1,48,1974,3,2,2,0,,1,1,2,13,5,10,3,25.0,275,2003,4,0,0
86,1,26,1996,6,1,1,1,0.0,1,1,3,13,4,3,8,40.0,575,2014,4,0,0
87,2,47,1975,5,1,1,3,16.0,1,1,2,10,3,1,8,38.0,87,1993,3,0,0
88,1,57,1965,4,1,1,3,16.0,1,1,3,15,2,4,2,29.0,260,2018,4,0,0
89,1,51,1971,5,1,2,0,,1,1,1,17,4,3,2,38.0,296,1998,4,0,0
90,1,40,1982,5,1,1,2,16.0,1,1,1,14,7,10,8,39.0,565,2011,3,0,0
91,1,41,1981,3,1,1,1,6.0,1,1,2,6,4,10,1,37.0,312,1999,3,0,0
92,2,31,1991,3,2,2,0,,1,1,1,5,1,8,8,49.0,720,2009,4,0,0
93,1,47,1975,5,2,2,0,,1,1,1,1,4,11,1,48.0,445,2000,4,0,0
94,1,30,1992,5,1,1,3,14.0,1,1,2,17,1,6,8,38.0,343,2010,3,0,0
95,1,34,1988,7,1,2,0,,1,1,3,13,7,3,3,50.0,629,2006,3,0,0
96,2,31,1991,5,1,1,3,16.0,1,1,2,16,4,4,8,47.0,428,2022,1,1,1
97,1,34,1988,3,1,2,0,,1,1,1,14,2,2,8,40.0,313,2006,3,0,0
98,1,35,1987,5,1,1,2,2.0,1,1,5,8,5,11,3,19.0,648,2017,1,0,0
99,1,24,1998,5,2,2,0,,1,1,1,3,4,8,8,28.0,86,2016,2,0,0
100,2,49,1973,3,1,1,3,12.0,1,1,1,1,4,10,8,36.0,571,2003,4,0,0
101,2,38,1984,5,2,2,0,,1,1,5,14,5,4,8,43.0,319,2016,1,0,0
102,2,58,1964,4,1,1,1,18.0,1,1,2,6,7,9,3,29.0,270,2013,1,0,0
103,1,28,1994,6,2,2,0,,1,1,4,7,6,4,8,48.0,811,2012,2,0,0
104,2,47,1975,6,1,2,0,,1,1,3,15,2,6,8,51.0,311,2002,4,0,0
105,2,28,1994,5,2,2,0,,1,1,2,9,2,8,1,43.0,535,2015,4,0,0
106,2,42,1980,7,1,1,3,17.0,1,1,1,17,7,12,8,43.0,499,1998,4,0,0
107,1,40,1982,7,1,2,0,,1,1,1,10,5,7,1,45.0,517,2000,4,0,0
108,1,38,1984,3,2,2,0,,1,1,4,15,1,9,2,43.0,385,2019,3,0,0
109,1,47,1975,5,1,1,3,6.0,1,1,3,3,4,8,3,40.0,383,2013,2,0,0
110,2,54,1968,5,1,1,1,7.0,1,1,1,7,1,6,8,38.0,746,1996,3,0,0
111,1,33,1989,3,1,1,1,19.0,1,1,1,4,1,12,8,47.0,598,2011,4,0,0
112,1,54,1968,5,1,2,0,,1,1,1,1,2,12,8,47.0,398,2020,4,0,0
113,1,28,1994,4,1,1,3,3.0,1,1,1,17,2,4,3,28.0,242,2012,3,0,0
114,2,32,1990,7,2,2,0,,1,1,3,9,1,11,8,39.0,347,2008,4,0,0
115,1,33,1989,5,2,2,0,,1,1,1,7,6,6,8,43.0,640,2007,3,0,0
116,2,59,1963,5,1,1,2,1.0,1,1,1,7,4,9,1,28.0,609,1992,4,0,0
117,2,25,1997,5,1,1,3,19.0,1,1,4,5,4,7,1,45.0,628,2018,2,0,0
118,2,36,1986,3,2,2,0,,1,1,1,3,7,10,1,38.0,127,2004,4,0,0
119,1,37,1985,6,1,2,0,,1,1,1,16,6,11,8,55.0,568,2003,4,0,0
120,2,53,1969,2,1,1,3,11.0,1,1,1,2,6,6,8,45.0,594,1992,4,0,0
121,2,40,1982,3,1,1,2,7.0,1,1,1,7,2,9,1,40.0,398,2006,2,0,0
122,2,59,1963,5,1,1,3,0.0,1,1,1,3,6,7,2,43.0,660,1997,4,0,0
123,1,50,1972,5,1,1,2,14.0,1,1,1,16,7,10,8,41.0,203,2017,4,0,0
124,1,49,1973,5,1,1,1,3.0,1,1,1,4,1,3,2,27.0,542,2020,4,0,0
125,1,51,1971,3,1,2,0,,1,1,1,7,7,9,8,39.0,213,2000,4,0,0
126,1,27,1995,5,2,2,0,,1,1,1,13,7,8,8,26.0,773,2021,4,0,0
127,1,38,1984,4,2,2,0,,1,1,1,10,6,6,1,37.0,498,2002,4,0,0
128,1,44,1978,2,1,2,0,,1,1,4,7,3,5,8,41.0,747,2021,4,0,0
129,1,29,1993,5,1,2,0,,1,1,1,10,2,9,8,30.0,466,2011,3,0,0
130,2,25,1997,3,2,2,0,,1,1,1,8,6,5,8,39.0,346,2015,3,0,0
131,1,26,1996,4,2,2,0,,1,1,3,5,5,1,8,51.0,362,2014,3,0,0
132,2,52,1970,5,2,2,0,,1,1,1,11,6,12,1,35.0,375,2003,4,0,0
133,2,47,1975,5,1,2,0,,1,1,1,7,2,6,8,32.0,324,2008,4,0,0
134,1,32,1990,4,2,2,0,,1,1,3,17,2,2,8,48.0,693,2008,4,0,0
135,2,50,1972,5,1,1,2,10.0,1,1,1,8,7,3,8,41.0,617,2006,3,0,0
136,1,48,1974,4,1,2,0,,1,1,1,13,4,10,8,39.0,151,2001,4,0,0
137,2,53,1969,7,1,1,1,5.0,1,1,2,4,6,4,8,44.0,442,2000,2,0,0
138,1,57,1965,4,1,2,0,,1,1,2,11,7,4,8,41.0,443,2008,2,0,0
139,2,56,1966,4,1,1,1,13.0,1,1,1,10,4,6,8,33.0,282,2011,4,0,0
140,1,28,1994,5,2,2,0,,1,1,1,13,2,1,8,30.0,455,2020,3,0,0
141,1,51,1971,4,1,2,0,,1,1,1,8,7,7,1,54.0,725,1998,4,0,0
142,1,36,1986,4,1,1,3,12.0,1,1,3,13,6,1,8,43.0,640,2015,2,0,0
143,2,37,1985,3,1,1,3,3.0,1,1,1,1,5,11,3,52.0,646,2008,4,0,0
144,2,46,1976,5,1,2,0,,1,1,1,12,7,6,8,38.0,304,1994,4,0,0
145,1,45,1977,5,1,2,0,,1,1,1,13,2,3,1,50.0,397,1998,3,0,0
146,1,37,1985,5,2,2,0,,1,1,4,9,3,6,8,33.0,295,2011,3,0,0
147,1,60,1962,5,1,1,2,1.0,1,1,1,1,1,3,8,27.0,487,2007,3,0,0
148,1,27,1995,5,2,2,0,,1,1,1,10,3,4,8,43.0,488,2013,4,0,0
149,1,24,1998,6,2,2,0,,1,1,1,14,4,2,1,47.0,756,2016,3,0,0
150,1,22,2000,5,2,2,0,,1,1,2,8,4,9,8,48.0,616,2018,4,0,0
151,2,53,1969,6,1,1,2,3.0,1,1,1,2,2,12,3,43.0,606,1993,4,0,0
152,2,37,1985,5,1,1,1,15.0,1,1,4,7,6,6,8,34.0,252,2003,4,0,0
153,1,38,1984,5,2,2,0,,1,1,1,17,4,2,2,43.0,187,2013,4,0,0
154,2,46,1976,4,2,2,0,,1,1,1,5,4,1,8,43.0,538,2015,3,0,0
155,1,38,1984,5,2,2,0,,1,1,1,10,7,10,2,39.0,775,2005,3,0,0
156,2,43,1979,3,1,1,1,15.0,1,1,1,7,4,5,8,36.0,440,2002,4,0,0
157,1,23,1999,5,1,2,0,,1,1,1,13,7,4,8,31.0,138,2017,4,0,0
158,2,27,1995,2,2,2,0,,1,1,2,8,2,2,2,41.0,811,2020,4,0,0
159,2,58,1964,2,1,1,1,5.0,1,1,1,7,6,8,8,42.0,464,2000,4,0,0
160,2,39,1983,6,1,2,0,,1,1,2,10,7,1,8,28.0,445,2020,4,0,0
161,1,27,1995,5,1,1,1,13.0,1,1,1,10,6,11,8,55.0,204,2013,3,0,0
162,2,35,1987,5,2,2,0,,1,1,1,9,7,3,1,28.0,472,2005,4,0,0
163,1,34,1988,5,1,1,1,1.0,1,1,1,5,6,1,8,34.0,569,2006,4,0,0
164,1,31,1991,5,1,1,1,17.0,1,1,1,2,5,9,8,42.0,504,2009,4,0,0
165,2,32,1990,6,2,2,0,,1,1,1,12,6,5,8,43.0,307,2017,2,0,0
166,1,50,1972,5,1,2,0,,1,1,4,6,7,9,8,33.0,436,2001,4,0,0
167,2,25,1997,5,1,1,1,18.0,1,1,4,11,5,1,8,32.0,359,2020,3,0,0
168,2,33,1989,5,1,1,2,11.0,1,1,3,7,5,11,8,39.0,718,2015,4,0,0
169,1,39,1983,5,2,2,0,,1,1,4,15,1,4,2,39.0,548,2018,4,0,0
170,2,42,1980,5,1,2,0,,1,1,1,13,7,10,8,51.0,335,1998,4,0,0
171,1,56,1966,7,1,1,2,2.0,1,1,1,7,6,12,8,31.0,229,2010,4,0,0
172,1,57,1965,5,1,2,0,,1,1,1,6,2,7,3,40.0,545,2005,4,0,0
173,1,32,1990,5,2,2,0,,1,1,4,13,3,5,8,38.0,310,2008,3,0,0
174,2,42,1980,5,1,1,1,0.0,1,1,1,1,2,4,3,43.0,324,1998,4,0,0
175,1,21,2001,5,2,2,0,,1,1,1,1,3,9,8,37.0,248,2019,3,0,0
176,1,45,1977,7,1,1,3,7.0,1,1,2,2,7,1,2,48.0,242,2017,1,0,0
177,1,27,1995,5,2,2,0,,1,1,1,6,4,2,3,45.0,446,2013,4,0,0
178,2,23,1999,5,2,2,0,,1,1,2,9,3,8,8,50.0,467,2017,4,0,0
179,2,47,1975,5,1,2,0,,1,1,1,5,6,1,8,41.0,855,1998,4,0,0
180,2,28,1994,5,2,2,0,,1,1,2,4,3,4,8,40.0,645,2012,4,0,0
181,2,40,1982,2,1,1,1,12.0,1,1,3,6,7,8,8,36.0,198,2015,2,0,0
182,2,25,1997,5,1,1,1,4.0,1,1,2,9,6,4,8,28.0,168,2015,4,0,0
183,1,50,1972,6,1,1,3,11.0,1,1,1,6,2,12,8,43.0,522,2007,3,0,0
184,1,51,1971,5,1,1,3,9.0,1,1,1,10,5,12,8,43.0,367,1999,4,0,0
185,2,43,1979,4,1,1,2,14.0,1,1,1,7,4,1,2,44.0,778,2010,3,0,0
186,2,54,1968,5,1,2,0,,1,1,1,16,3,3,8,36.0,513,2007,4,0,0
187,1,38,1984,5,1,1,2,0.0,1,1,1,17,7,11,2,30.0,80,2021,4,0,0
188,1,28,1994,4,1,1,3,19.0,1,1,1,12,3,1,8,33.0,268,2021,2,0,0
189,2,27,1995,5,2,2,0,,1,1,1,10,1,6,8,41.0,301,2021,4,0,0
190,1,29,1993,5,2,2,0,,1,1,1,1,3,12,3,48.0,525,2016,3,0,0
191,2,29,1993,6,1,2,0,,1,1,4,11,4,8,2,27.0,250,2011,3,0,0
192,1,33,1989,3,2,2,0,,1,1,1,7,1,4,8,53.0,509,2020,1,0,0
193,1,29,1993,4,1,1,1,11.0,1,1,1,5,6,1,2,23.0,187,2017,2,0,0
194,2,44,1978,5,2,2,0,,1,1,1,14,2,5,8,54.0,297,2022,4,1,1
195,1,26,1996,2,2,2,0,,1,1,1,1,1,7,2,31.0,465,2014,3,0,0
196,1,45,1977,5,1,1,3,2.0,1,1,4,5,4,1,1,51.0,636,2013,4,0,0
197,2,34,1988,5,2,2,0,,1,1,1,14,2,7,2,36.0,526,2006,4,0,0
198,2,48,1974,3,1,2,0,,1,1,2,16,6,5,3,51.0,269,2018,3,0,0
199,1,41,1981,5,1,1,3,10.0,1,1,2,9,1,4,3,21.0,657,2021,2,0,0
200,1,57,1965,7,1,1,1,9.0,1,1,3,9,3,12,8,44.0,407,2011,3,0,0
201,2,38,1984,5,2,2,0,,1,1,2,17,1,11,8,48.0,532,2014,4,0,0
202,2,32,1990,5,2,2,0,,1,1,2,2,3,9,3,42.0,308,2019,4,0,0
203,1,44,1978,5,1,2,0,,1,1,1,9,7,8,2,44.0,401,1996,4,0,0
204,1,47,1975,4,1,2,0,,1,1,1,5,5,6,3,48.0,236,2022,4,1,1
205,1,38,1984,3,1,1,3,18.0,1,1,2,9,4,1,8,41.0,497,2013,3,0,0
206,1,43,1979,5,1,1,3,0.0,1,1,1,16,2,4,8,36.0,548,2012,4,0,0
207,1,39,1983,5,1,2,0,,1,1,1,11,3,1,3,29.0,331,2001,4,0,0
208,2,33,1989,4,1,1,3,5.0,1,1,1,17,3,5,1,47.0,330,2007,4,0,0
209,1,33,1989,2,2,2,0,,1,1,1,9,5,6,8,49.0,456,2013,4,0,0
210,1,57,1965,6,1,1,2,11.0,1,1,1,15,2,8,3,45.0,280,2001,3,0,0
211,2,48,1974,2,2,2,0,,1,1,1,3,7,5,8,46.0,157,2021,1,0,0
212,2,24,1998,5,2,2,0,,1,1,1,6,5,4,2,42.0,492,2016,4,0,0
213,1,59,1963,5,1,1,2,17.0,1,1,1,5,3,9,8,36.0,437,1992,4,0,0
214,2,49,1973,5,1,1,3,8.0,1,1,1,14,1,2,3,49.0,427,2007,4,0,0
215,2,23,1999,4,1,1,3,16.0,1,1,2,9,5,2,8,36.0,469,2017,2,0,0
216,2,50,1972,4,1,1,3,14.0,1,1,1,4,4,9,8,41.0,607,2001,4,0,0
217,1,44,1978,5,1,1,1,13.0,1,1,2,3,5,8,8,44.0,419,2003,4,0,0
218,1,57,1965,5,1,2,0,,1,1,1,7,5,11,8,51.0,248,2001,4,0,0
219,2,40,1982,4,1,1,3,9.0,1,1,1,3,5,9,8,17.0,311,2000,3,0,0
220,1,41,1981,5,1,1,2,14.0,1,1,2,12,6,11,2,47.0,513,2021,2,0,0
221,1,33,1989,5,1,1,3,12.0,1,1,3,15,4,8,3,36.0,438,2007,3,0,0
222,1,33,1989,4,1,1,2,5.0,1,1,2,17,6,11,8,44.0,300,2007,4,0,0
223,2,45,1977,5,1,1,3,13.0,1,1,2,5,3,3,3,25.0,270,1995,4,0,0
224,2,54,1968,3,1,1,3,0.0,1,1,2,8,7,7,1,34.0,560,2010,1,0,0
225,1,56,1966,5,1,1,2,17.0,1,1,2,9,3,12,8,49.0,401,2004,4,0,0
226,2,51,1971,3,1,1,3,3.0,1,1,2,9,5,10,3,49.0,541,2011,2,0,0
227,1,45,1977,5,1,1,3,16.0,1,1,2,8,7,5,1,38.0,628,1996,3,0,0
228,2,41,1981,5,1,2,0,,1,1,1,4,3,12,8,54.0,352,2009,3,0,0
229,2,34,1988,5,1,1,1,14.0,1,1,1,2,1,4,8,40.0,509,2012,4,0,0
230,1,51,1971,5,1,2,0,,1,1,1,7,2,1,1,43.0,445,2001,4,0,0
231,1,33,1989,6,2,2,0,,1,1,1,2,2,10,8,33.0,455,2020,4,0,0
232,1,31,1991,5,2,2,0,,1,1,2,2,1,5,8,36.0,89,2010,1,0,0
233,2,55,1967,6,1,1,3,14.0,1,1,1,9,4,1,3,43.0,257,2015,3,0,0
234,2,44,1978,4,1,2,0,,1,1,1,15,2,3,8,21.0,232,2010,3,0,0
235,2,35,1987,5,1,1,2,18.0,1,1,2,10,1,1,8,41.0,338,2008,1,0,0
236,2,55,1967,3,1,2,0,,1,1,1,1,1,12,8,43.0,474,2020,3,0,0
237,1,59,1963,5,1,2,0,,1,1,3,15,2,11,8,40.0,430,1996,4,0,0
238,2,33,1989,5,1,1,3,5.0,1,1,1,12,3,12,3,51.0,392,2009,4,0,0
239,1,41,1981,6,1,1,2,19.0,1,1,1,6,7,3,1,36.0,314,2011,4,0,0
240,1,40,1982,5,1,1,1,6.0,1,1,1,5,5,10,3,38.0,600,2017,4,0,0
241,2,49,1973,5,1,1,2,12.0,1,1,1,16,6,7,3,37.0,759,1992,4,0,0
242,2,59,1963,4,1,2,0,,1,1,1,9,5,4,2,38.0,368,1996,4,0,0
243,1,42,1980,2,1,2,0,,1,1,1,3,6,9,3,39.0,335,2007,4,0,0
244,1,52,1970,5,1,1,2,14.0,1,1,1,5,3,12,8,35.0,283,2011,3,0,0
245,2,44,1978,4,1,1,1,1.0,1,1,1,5,1,6,2,49.0,458,2007,3,0,0
246,2,56,1966,3,1,1,1,6.0,1,1,2,7,4,1,1,51.0,332,1993,4,0,0
247,2,37,1985,6,1,2,0,,1,1,1,6,1,11,8,49.0,117,2015,4,0,0
248,1,36,1986,7,1,1,2,16.0,1,1,1,10,2,3,8,46.0,170,2004,4,0,0
249,1,37,1985,5,1,1,3,11.0,1,1,1,6,6,3,8,32.0,613,2003,3,0,0
250,1,60,1962,5,1,1,1,7.0,1,1,4,11,4,8,1,39.0,675,1999,3,0,0
251,2,45,1977,6,1,2,0,,1,1,2,9,5,10,8,57.0,686,1995,4,0,0
252,2,27,1995,4,2,2,0,,1,1,5,16,4,10,3,38.0,482,2013,4,0,0
253,1,22,2000,5,1,1,1,5.0,1,1,4,15,4,11,3,43.0,265,2020,4,0,0
254,1,41,1981,5,1,2,0,,1,1,1,6,3,11,8,28.0,366,2014,3,0,0
255,1,53,1969,6,1,2,0,,1,1,2,1,2,2,8,44.0,144,2017,4,0,0
256,2,40,1982,6,2,2,0,,1,1,1,10,2,4,8,35.0,148,2004,1,0,0
257,2,43,1979,5,1,2,0,,1,1,4,6,6,9,1,38.0,418,2009,4,0,0
258,1,52,1970,3,1,1,2,11.0,1,1,1,16,7,5,8,18.0,596,2020,3,0,0
259,1,41,1981,5,1,1,3,15.0,1,1,1,7,1,9,1,40.0,882,2005,4,0,0
260,2,57,1965,4,1,1,3,10.0,1,1,4,5,4,6,8,47.0,356,2018,3,0,0
261,1,46,1976,6,1,1,1,3.0,1,1,3,6,4,6,2,47.0,178,2009,4,0,0
262,2,50,1972,3,1,2,0,,1,1,4,15,4,1,8,37.0,427,2011,4,0,0
263,1,52,1970,3,1,1,2,0.0,1,1,1,2,2,8,1,46.0,345,1995,3,0,0
264,1,46,1976,5,1,1,1,4.0,1,1,1,17,1,11,1,48.0,326,2001,4,0,0
265,2,23,1999,5,2,2,0,,1,1,1,4,2,10,8,34.0,491,2017,4,0,0
266,1,38,1984,6,2,2,0,,1,1,1,15,2,5,2,48.0,190,2002,4,0,0
267,1,26,1996,3,2,2,0,,1,1,1,10,1,9,3,37.0,462,2016,3,0,0
268,1,41,1981,6,1,1,3,1.0,1,1,1,10,3,3,1,29.0,508,2014,4,0,0
269,1,26,1996,2,2,2,0,,1,1,2,4,5,8,8,34.0,678,2014,3,0,0
270,1,41,1981,2,2,2,0,,1,1,1,13,7,5,8,42.0,516,1999,3,0,0
271,1,34,1988,5,1,2,0,,1,1,2,12,5,12,8,28.0,637,2021,3,0,0
272,1,21,2001,4,2,2,0,,1,1,3,9,2,9,3,23.0,354,2019,3,0,0
273,1,25,1997,5,2,2,0,,1,1,2,8,3,1,8,43.0,355,2015,2,0,0
274,2,41,1981,2,1,2,0,,1,1,1,11,3,11,8,43.0,599,2021,3,0,0
275,2,24,1998,2,2,2,0,,1,1,1,9,2,9,8,38.0,170,2016,1,0,0
276,1,55,1967,5,1,2,0,,1,1,1,17,7,3,3,41.0,313,2020,1,0,0
277,1,51,1971,4,1,1,3,10.0,1,1,2,1,5,4,2,45.0,681,1996,4,0,0
278,1,49,1973,5,1,1,2,9.0,1,1,1,5,4,3,2,26.0,415,2004,3,0,0
279,2,27,1995,5,2,2,0,,1,1,1,15,4,4,8,18.0,349,2013,4,0,0
280,2,52,1970,3,1,2,0,,1,1,5,14,3,12,3,46.0,386,2007,3,0,0
281,1,46,1976,5,2,2,0,,1,1,2,6,3,11,2,43.0,448,1994,4,0,0
282,1,36,1986,4,1,2,0,,1,1,3,9,5,7,8,44.0,679,2013,2,0,0
283,1,21,2001,5,1,2,0,,1,1,1,1,7,5,3,33.0,569,2019,2,0,0
284,1,42,1980,3,1,1,1,4.0,1,1,4,4,4,5,1,41.0,438,2021,4,0,0
