pkey,gender,age,birth_year,education,has_spouse_raw,has_child_raw,num_children,youngest_child_age,emp_status,work_style,contract_type,industry,firm_size,occupation,position,weekly_hours,annual_income,current_job_start_year,intention,ev_quit,ev_started_job
26,1,59,1964,6,1,1,3,17.0,1,1,1,14,4,9,8,44.0,551,2011,3,0,0
27,1,44,1979,4,2,2,0,,1,1,4,13,1,3,3,28.0,853,2000,4,0,0
28,1,23,2000,3,2,2,0,,1,1,1,17,1,3,8,49.0,623,2018,4,0,0
29,1,38,1985,6,1,1,3,8.0,1,1,3,13,6,1,8,43.0,530,2015,4,0,0
30,2,44,1979,4,1,1,1,12.0,1,1,2,14,1,7,3,39.0,256,2023,3,1,1
31,2,32,1991,5,2,2,0,,1,1,1,10,7,9,2,25.0,503,2021,3,0,0
32,2,43,1980,5,2,2,0,,1,1,2,8,5,3,3,45.0,270,2023,2,1,1
33,1,47,1976,3,1,1,2,13.0,1,1,2,16,4,9,3,40.0,601,1997,4,0,0
34,1,32,1991,2,2,2,0,,1,1,1,7,7,1,8,31.0,619,2009,4,0,0
35,1,54,1969,7,1,1,1,13.0,1,1,5,11,3,11,8,42.0,380,2008,3,0,0
36,1,40,1983,6,1,1,2,16.0,1,1,4,5,3,9,2,51.0,754,2010,3,0,0
37,1,60,1963,6,1,2,0,,1,1,4,9,3,9,8,52.0,749,2014,4,0,0
38,1,25,1998,4,2,2,0,,1,1,2,7,5,9,8,38.0,508,2016,3,0,0
39,1,34,1989,4,1,2,0,,1,1,1,5,6,5,2,31.0,562,2021,4,0,0
40,2,50,1973,5,1,2,0,,1,1,1,14,4,12,8,48.0,283,2003,4,0,0
41,1,57,1966,5,1,1,1,17.0,1,1,1,14,2,9,3,29.0,383,1993,3,0,0
42,2,30,1993,2,1,1,3,0.0,1,1,1,12,7,3,8,32.0,224,2011,4,0,0
43,2,61,1962,5,1,2,0,,1,1,2,2,5,12,8,46.0,350,2010,3,0,0
44,1,29,1994,7,2,2,0,,1,1,2,5,6,9,8,50.0,353,2023,1,1,1
45,2,38,1985,5,1,2,0,,1,1,1,4,4,4,3,45.0,136,2014,4,0,0
46,2,34,1989,5,1,1,1,2.0,1,1,1,13,2,12,3,38.0,572,2014,3,0,0
47,1,38,1985,5,1,2,0,,1,1,2,16,7,3,8,45.0,549,2011,4,0,0
48,1,58,1965,3,1,1,3,5.0,1,1,1,7,5,8,2,49.0,411,2021,1,0,0
49,2,51,1972,4,1,1,1,16.0,1,1,4,6,3,9,8,44.0,86,2014,4,0,0
50,1,53,1970,5,1,1,1,11.0,1,1,2,10,6,12,8,23.0,341,1996,3,0,0
51,1,32,1991,5,1,1,2,1.0,1,1,1,17,1,7,1,35.0,189,2009,3,0,0
52,1,59,1964,5,1,1,2,6.0,1,1,1,7,7,12,3,48.0,311,2012,4,0,0
53,2,39,1984,6,1,1,3,15.0,1,1,2,5,5,4,3,35.0,678,2012,3,0,0
54,2,48,1975,4,1,1,3,9.0,1,1,1,9,5,10,8,48.0,80,2011,3,0,0
55,2,49,1974,2,1,2,0,,1,1,3,16,1,3,8,44.0,293,2018,4,0,0
56,2,48,1975,2,2,2,0,,1,1,1,13,2,12,8,43.0,576,2017,4,0,0
57,1,46,1977,3,1,2,0,,1,1,1,9,6,10,8,50.0,316,1995,4,0,0
58,2,41,1982,5,2,2,0,,1,1,1,13,4,8,2,38.0,298,2023,2,1,1
59,1,47,1976,6,1,2,0,,1,1,2,1,1,1,1,46.0,832,2001,4,0,0
60,1,58,1965,6,1,2,0,,1,1,5,13,5,6,3,39.0,533,2013,4,0,0
61,2,37,1986,5,1,1,2,15.0,1,1,4,2,6,2,8,43.0,638,2004,4,0,0
62,1,42,1981,5,1,1,1,9.0,1,1,1,7,2,12,3,48.0,447,2016,4,0,0
63,2,29,1994,4,1,2,0,,1,1,3,6,5,5,8,33.0,496,2012,4,0,0
64,2,36,1987,5,1,1,1,0.0,1,1,1,12,7,10,3,42.0,621,2006,4,0,0
65,2,52,1971,5,1,2,0,,1,1,1,5,4,11,1,32.0,760,2012,4,0,0
66,2,47,1976,6,1,1,1,15.0,1,1,4,5,2,2,2,37.0,107,1999,4,0,0
67,2,30,1993,5,2,2,0,,1,1,1,16,7,10,8,36.0,469,2011,3,0,0
68,1,43,1980,4,2,2,0,,1,1,4,9,7,4,8,35.0,432,2013,4,0,0
69,1,54,1969,4,1,2,0,,1,1,1,13,4,2,8,47.0,363,2001,4,0,0
70,1,26,1997,3,2,2,0,,1,1,1,10,3,4,8,40.0,667,2015,4,0,0
71,1,24,1999,6,1,1,2,16.0,1,1,1,11,6,7,1,61.0,541,2017,3,0,0
72,1,37,1986,3,1,1,1,8.0,1,1,4,12,1,11,2,41.0,812,2008,4,0,0
73,2,48,1975,2,1,1,2,16.0,1,1,1,12,3,9,8,36.0,639,2012,1,0,0
74,1,34,1989,4,1,1,3,16.0,1,1,3,16,4,3,8,47.0,652,2009,4,0,0
75,1,54,1969,6,1,1,1,13.0,1,1,1,14,5,4,8,44.0,222,1995,4,0,0
76,1,55,1968,5,1,1,2,19.0,1,1,2,6,5,4,8,48.0,260,2011,2,0,0
77,1,43,1980,5,1,2,0,,1,1,1,3,3,9,8,37.0,282,1998,3,0,0
78,2,37,1986,5,1,1,3,3.0,1,1,1,15,7,7,3,37.0,792,2017,4,0,0
79,2,23,2000,3,2,2,0,,1,1,2,7,5,1,3,42.0,254,2018,2,0,0
80,2,54,1969,6,1,2,0,,1,1,2,6,4,1,3,39.0,268,2012,3,0,0
81,2,57,1966,4,1,2,0,,1,1,1,2,7,1,8,49.0,193,2021,3,0,0
82,1,39,1984,2,1,2,0,,1,1,1,10,1,12,3,31.0,992,2002,4,0,0
83,2,42,1981,5,1,1,2,13.0,1,1,1,9,5,7,3,47.0,434,2011,2,0,0
84,1,52,1971,3,1,1,1,0.0,1,1,4,15,7,6,8,56.0,563,2018,4,0,0
85,1,49,1974,3,2,2,0,,1,1,2,13,5,10,2,47.0,268,2003,2,0,0
86,1,27,1996,6,1,1,2,6.0,1,1,3,13,4,3,8,48.0,573,2014,3,0,0
87,2,48,1975,5,1,1,2,19.0,1,1,2,10,3,1,3,41.0,99,1993,4,0,0
88,1,58,1965,4,1,1,1,16.0,1,1,3,15,2,4,3,31.0,254,2018,4,0,0
89,1,52,1971,5,1,2,0,,1,1,1,17,4,3,8,23.0,312,1998,4,0,0
90,1,41,1982,5,1,1,1,19.0,1,1,1,14,7,10,8,44.0,607,2011,4,0,0
91,1,42,1981,3,1,1,2,8.0,1,1,2,6,4,10,8,39.0,317,1999,4,0,0
92,2,32,1991,3,2,2,0,,1,1,1,5,1,8,8,30.0,703,2009,3,0,0
93,1,48,1975,5,2,2,0,,1,1,1,1,4,11,8,54.0,402,2000,4,0,0
94,1,31,1992,5,1,1,2,2.0,1,1,2,17,1,6,8,36.0,361,2010,3,0,0
95,1,35,1988,7,1,2,0,,1,1,3,13,7,3,3,41.0,647,2006,4,0,0
96,2,32,1991,5,1,1,2,11.0,1,1,2,16,4,4,8,42.0,416,2022,4,0,0
97,1,35,1988,3,1,2,0,,1,1,1,14,2,2,2,46.0,328,2006,4,0,0
98,1,36,1987,5,1,1,2,3.0,1,1,5,8,5,11,3,44.0,664,2017,3,0,0
99,1,25,1998,5,2,2,0,,1,1,1,3,4,8,8,32.0,83,2016,4,0,0
100,2,50,1973,3,1,1,2,18.0,1,1,1,1,4,10,1,28.0,531,2003,4,0,0
101,2,39,1984,5,2,2,0,,1,1,5,14,5,4,8,39.0,315,2016,4,0,0
102,2,59,1964,4,1,1,1,3.0,1,1,2,6,7,9,2,37.0,298,2013,4,0,0
103,1,29,1994,6,2,2,0,,1,1,4,7,6,4,2,46.0,856,2012,3,0,0
104,2,48,1975,6,1,2,0,,1,1,3,15,2,6,3,34.0,323,2002,4,0,0
105,2,29,1994,5,2,2,0,,1,1,2,9,2,8,8,42.0,591,2023,1,1,1
106,2,43,1980,7,1,1,1,1.0,1,1,1,17,7,12,1,48.0,481,1998,4,0,0
107,1,41,1982,7,1,2,0,,1,1,1,10,5,7,8,29.0,510,2000,4,0,0
108,1,39,1984,3,2,2,0,,1,1,4,15,1,9,8,43.0,392,2019,2,0,0
109,1,48,1975,5,1,1,1,16.0,1,1,3,3,4,8,2,41.0,387,2013,3,0,0
110,2,55,1968,5,1,1,2,14.0,1,1,1,7,1,6,8,36.0,710,1996,4,0,0
111,1,34,1989,3,1,1,1,17.0,1,1,1,4,1,12,2,27.0,567,2011,3,0,0
112,1,55,1968,5,1,2,0,,1,1,1,1,2,12,8,21.0,402,2020,2,0,0
113,1,29,1994,4,1,1,1,16.0,1,1,1,17,2,4,8,37.0,239,2012,4,0,0
114,2,33,1990,7,2,2,0,,1,1,3,9,1,11,3,42.0,346,2008,4,0,0
115,1,34,1989,5,2,2,0,,1,1,1,7,6,6,2,43.0,642,2007,3,0,0
116,2,60,1963,5,1,1,1,17.0,1,1,1,7,4,9,8,36.0,670,1992,4,0,0
117,2,26,1997,5,1,1,2,1.0,1,1,4,5,4,7,8,50.0,620,2018,4,0,0
118,2,37,1986,3,2,2,0,,1,1,1,3,7,10,8,49.0,132,2004,4,0,0
119,1,38,1985,6,1,2,0,,1,1,1,16,6,11,8,37.0,541,2003,4,0,0
120,2,54,1969,2,1,1,2,3.0,1,1,1,2,6,6,8,38.0,652,1992,4,0,0
121,2,41,1982,3,1,1,2,17.0,1,1,1,7,2,9,3,39.0,446,2006,4,0,0
122,2,60,1963,5,1,1,2,12.0,1,1,1,3,6,7,8,41.0,654,1997,4,0,0
123,1,51,1972,5,1,1,1,11.0,1,1,1,16,7,10,2,44.0,191,2017,3,0,0
124,1,50,1973,5,1,1,3,3.0,1,1,1,4,1,3,8,53.0,494,2020,3,0,0
125,1,52,1971,3,1,2,0,,1,1,1,7,7,9,3,32.0,219,2000,3,0,0
126,1,28,1995,5,2,2,0,,1,1,1,13,7,8,8,37.0,771,2021,4,0,0
127,1,39,1984,4,2,2,0,,1,1,1,10,6,6,8,42.0,547,2002,3,0,0
128,1,45,1978,2,1,2,0,,1,1,4,7,3,5,3,33.0,771,2021,3,0,0
129,1,30,1993,5,1,2,0,,1,1,1,10,2,9,1,36.0,454,2011,4,0,0
130,2,26,1997,3,2,2,0,,1,1,1,8,6,5,2,55.0,370,2015,3,0,0
131,1,27,1996,4,2,2,0,,1,1,3,5,5,1,8,49.0,322,2014,1,0,0
132,2,53,1970,5,2,2,0,,1,1,1,11,6,12,8,44.0,380,2003,4,0,0
133,2,48,1975,5,1,2,0,,1,1,1,7,2,6,8,39.0,330,2008,4,0,0
134,1,33,1990,4,2,2,0,,1,1,3,17,2,2,3,33.0,724,2008,3,0,0
135,2,51,1972,5,1,1,1,15.0,1,1,1,8,7,3,1,46.0,606,2006,1,0,0
136,1,49,1974,4,1,2,0,,1,1,1,13,4,10,3,47.0,152,2001,3,0,0
137,2,54,1969,7,1,1,1,6.0,1,1,2,4,6,4,8,34.0,435,2000,4,0,0
138,1,58,1965,4,1,2,0,,1,1,2,11,7,4,8,45.0,463,2008,4,0,0
139,2,57,1966,4,1,1,3,8.0,1,1,1,10,4,6,3,28.0,299,2011,4,0,0
140,1,29,1994,5,2,2,0,,1,1,1,13,2,1,8,47.0,438,2020,4,0,0
141,1,52,1971,4,1,2,0,,1,1,1,8,7,7,8,31.0,767,1998,4,0,0
142,1,37,1986,4,1,1,3,0.0,1,1,3,13,6,1,1,48.0,603,2015,4,0,0
143,2,38,1985,3,1,1,1,16.0,1,1,1,1,5,11,1,47.0,646,2008,4,0,0
144,2,47,1976,5,1,2,0,,1,1,1,12,7,6,3,54.0,325,1994,3,0,0
145,1,46,1977,5,1,2,0,,1,1,1,13,2,3,8,47.0,392,1998,4,0,0
146,1,38,1985,5,2,2,0,,1,1,4,9,3,6,2,55.0,291,2011,4,0,0
147,1,61,1962,5,1,1,2,9.0,1,1,1,1,1,3,8,33.0,500,2007,3,0,0
148,1,28,1995,5,2,2,0,,1,1,1,10,3,4,8,31.0,406,2013,2,0,0
149,1,25,1998,6,2,2,0,,1,1,1,14,4,2,1,41.0,735,2016,1,0,0
150,1,23,2000,5,2,2,0,,1,1,2,8,4,9,8,29.0,611,2018,3,0,0
151,2,54,1969,6,1,1,2,7.0,1,1,1,2,2,12,2,61.0,607,1993,4,0,0
152,2,38,1985,5,1,1,2,11.0,1,1,4,7,6,6,8,51.0,259,2003,4,0,0
153,1,39,1984,5,2,2,0,,1,1,1,17,4,2,8,34.0,189,2013,3,0,0
154,2,47,1976,4,2,2,0,,1,1,1,5,4,1,8,32.0,585,2015,4,0,0
155,1,39,1984,5,2,2,0,,1,1,1,10,7,10,1,40.0,867,2005,4,0,0
156,2,44,1979,3,1,1,3,10.0,1,1,1,7,4,5,2,40.0,444,2002,4,0,0
157,1,24,1999,5,1,2,0,,1,1,1,13,7,4,8,28.0,135,2017,4,0,0
158,2,28,1995,2,2,2,0,,1,1,2,8,2,2,3,41.0,884,2020,1,0,0
159,2,59,1964,2,1,1,2,11.0,1,1,1,7,6,8,8,42.0,464,2000,4,0,0
160,2,40,1983,6,1,2,0,,1,1,2,10,7,1,1,56.0,435,2020,4,0,0
161,1,28,1995,5,1,1,2,19.0,1,1,1,10,6,11,3,43.0,217,2013,3,0,0
162,2,36,1987,5,2,2,0,,1,1,1,9,7,3,8,49.0,480,2005,3,0,0
163,1,35,1988,5,1,1,3,12.0,1,1,1,5,6,1,8,45.0,607,2006,4,0,0
164,1,32,1991,5,1,1,1,14.0,1,1,1,2,5,9,8,44.0,491,2009,4,0,0
165,2,33,1990,6,2,2,0,,1,1,1,12,6,5,8,35.0,306,2017,4,0,0
166,1,51,1972,5,1,2,0,,1,1,4,6,7,9,2,32.0,464,2001,2,0,0
167,2,26,1997,5,1,1,3,5.0,1,1,4,11,5,1,8,43.0,317,2020,1,0,0
168,2,34,1989,5,1,1,2,3.0,1,1,3,7,5,11,8,37.0,708,2015,3,0,0
169,1,40,1983,5,2,2,0,,1,1,4,15,1,4,1,32.0,590,2018,3,0,0
170,2,43,1980,5,1,2,0,,1,1,1,13,7,10,2,42.0,335,1998,4,0,0
171,1,57,1966,7,1,1,2,0.0,1,1,1,7,6,12,3,32.0,247,2010,4,0,0
172,1,58,1965,5,1,2,0,,1,1,1,6,2,7,8,52.0,529,2005,3,0,0
173,1,33,1990,5,2,2,0,,1,1,4,13,3,5,1,36.0,319,2008,3,0,0
174,2,43,1980,5,1,1,2,10.0,1,1,1,1,2,4,2,19.0,323,1998,3,0,0
175,1,22,2001,5,2,2,0,,1,1,1,1,3,9,2,48.0,227,2019,3,0,0
176,1,46,1977,7,1,1,3,7.0,1,1,2,2,7,1,2,53.0,196,2023,4,1,1
177,1,28,1995,5,2,2,0,,1,1,1,6,4,2,8,39.0,440,2013,3,0,0
178,2,24,1999,5,2,2,0,,1,1,2,9,3,8,8,40.0,456,2017,2,0,0
179,2,48,1975,5,1,2,0,,1,1,1,5,6,1,3,37.0,822,1998,2,0,0
180,2,29,1994,5,2,2,0,,1,1,2,4,3,4,8,55.0,709,2012,4,0,0
181,2,41,1982,2,1,1,2,6.0,1,1,3,6,7,8,2,39.0,257,2023,2,1,1
182,2,26,1997,5,1,1,2,0.0,1,1,2,9,6,4,1,30.0,174,2015,4,0,0
183,1,51,1972,6,1,1,3,18.0,1,1,1,6,2,12,2,35.0,526,2007,4,0,0
184,1,52,1971,5,1,1,1,17.0,1,1,1,10,5,12,3,47.0,391,1999,4,0,0
185,2,44,1979,4,1,1,1,11.0,1,1,1,7,4,1,2,49.0,871,2010,4,0,0
186,2,55,1968,5,1,2,0,,1,1,1,16,3,3,2,47.0,568,2007,3,0,0
187,1,39,1984,5,1,1,3,5.0,1,1,1,17,7,11,3,37.0,80,2021,1,0,0
188,1,29,1994,4,1,1,1,13.0,1,1,1,12,3,1,8,43.0,250,2023,3,1,1
189,2,28,1995,5,2,2,0,,1,1,1,10,1,6,3,29.0,266,2023,3,1,1
190,1,30,1993,5,2,2,0,,1,1,1,1,3,12,8,38.0,524,2016,3,0,0
191,2,30,1993,6,1,2,0,,1,1,4,11,4,8,8,33.0,269,2011,2,0,0
192,1,34,1989,3,2,2,0,,1,1,1,7,1,4,2,59.0,518,2020,4,0,0
193,1,30,1993,4,1,1,3,19.0,1,1,1,5,6,1,8,36.0,175,2017,4,0,0
194,2,45,1978,5,2,2,0,,1,1,1,14,2,5,8,46.0,337,2022,4,0,0
195,1,27,1996,2,2,2,0,,1,1,1,1,1,7,3,51.0,424,2014,4,0,0
196,1,46,1977,5,1,1,3,10.0,1,1,4,5,4,1,8,47.0,593,2013,2,0,0
197,2,35,1988,5,2,2,0,,1,1,1,14,2,7,8,35.0,519,2006,4,0,0
198,2,49,1974,3,1,2,0,,1,1,2,16,6,5,8,57.0,312,2023,3,1,1
199,1,42,1981,5,1,1,3,14.0,1,1,2,9,1,4,8,36.0,690,2021,2,0,0
200,1,58,1965,7,1,1,3,2.0,1,1,3,9,3,12,1,38.0,460,2011,4,0,0
201,2,39,1984,5,2,2,0,,1,1,2,17,1,11,8,55.0,573,2014,4,0,0
202,2,33,1990,5,2,2,0,,1,1,2,2,3,9,1,44.0,316,2019,4,0,0
203,1,45,1978,5,1,2,0,,1,1,1,9,7,8,1,41.0,436,1996,3,0,0
204,1,48,1975,4,1,2,0,,1,1,1,5,5,6,8,41.0,235,2022,1,0,0
205,1,39,1984,3,1,1,1,18.0,1,1,2,9,4,1,1,26.0,508,2013,4,0,0
206,1,44,1979,5,1,1,3,19.0,1,1,1,16,2,4,8,25.0,540,2012,3,0,0
207,1,40,1983,5,1,2,0,,1,1,1,11,3,1,2,45.0,357,2001,4,0,0
208,2,34,1989,4,1,1,2,14.0,1,1,1,17,3,5,2,38.0,328,2007,4,0,0
209,1,34,1989,2,2,2,0,,1,1,1,9,5,6,8,33.0,427,2013,4,0,0
210,1,58,1965,6,1,1,2,16.0,1,1,1,15,2,8,8,44.0,262,2001,3,0,0
211,2,49,1974,2,2,2,0,,1,1,1,3,7,5,2,31.0,149,2021,3,0,0
212,2,25,1998,5,2,2,0,,1,1,1,6,5,4,2,40.0,514,2016,3,0,0
213,1,60,1963,5,1,1,2,2.0,1,1,1,5,3,9,3,35.0,439,1992,4,0,0
214,2,50,1973,5,1,1,1,6.0,1,1,1,14,1,2,3,47.0,434,2007,3,0,0
215,2,24,1999,4,1,1,1,16.0,1,1,2,9,5,2,8,38.0,397,2023,2,1,1
216,2,51,1972,4,1,1,1,17.0,1,1,1,4,4,9,1,48.0,635,2001,3,0,0
217,1,45,1978,5,1,1,3,2.0,1,1,2,3,5,8,8,37.0,417,2003,3,0,0
218,1,58,1965,5,1,2,0,,1,1,1,7,5,11,2,32.0,250,2001,4,0,0
219,2,41,1982,4,1,1,3,10.0,1,1,1,3,5,9,8,40.0,307,2000,4,0,0
220,1,42,1981,5,1,1,2,1.0,1,1,2,12,6,11,8,48.0,532,2021,4,0,0
221,1,34,1989,5,1,1,2,18.0,1,1,3,15,4,8,2,32.0,442,2007,4,0,0
222,1,34,1989,4,1,1,1,13.0,1,1,2,17,6,11,8,31.0,288,2007,1,0,0
223,2,46,1977,5,1,1,1,2.0,1,1,2,5,3,3,8,33.0,276,1995,4,0,0
224,2,55,1968,3,1,1,1,11.0,1,1,2,8,7,7,8,53.0,591,2010,4,0,0
225,1,57,1966,5,1,1,3,16.0,1,1,2,9,3,12,8,34.0,449,2004,4,0,0
226,2,52,1971,3,1,1,2,19.0,1,1,2,9,5,10,8,50.0,511,2011,2,0,0
227,1,46,1977,5,1,1,2,3.0,1,1,2,8,7,5,8,38.0,589,1996,3,0,0
228,2,42,1981,5,1,2,0,,1,1,1,4,3,12,8,36.0,327,2009,3,0,0
229,2,35,1988,5,1,1,3,12.0,1,1,1,2,1,4,8,46.0,497,2012,4,0,0
230,1,52,1971,5,1,2,0,,1,1,1,7,2,1,2,40.0,446,2001,3,0,0
231,1,34,1989,6,2,2,0,,1,1,1,2,2,10,8,49.0,512,2023,3,1,1
232,1,32,1991,5,2,2,0,,1,1,2,2,1,5,3,34.0,82,2010,4,0,0
233,2,56,1967,6,1,1,1,10.0,1,1,1,9,4,1,3,42.0,283,2015,4,0,0
234,2,45,1978,4,1,2,0,,1,1,1,15,2,3,8,31.0,209,2010,3,0,0
235,2,36,1987,5,1,1,1,17.0,1,1,2,10,1,1,3,28.0,378,2008,3,0,0
236,2,56,1967,3,1,2,0,,1,1,1,1,1,12,8,35.0,497,2020,4,0,0
237,1,60,1963,5,1,2,0,,1,1,3,15,2,11,1,38.0,455,2023,4,1,1
238,2,34,1989,5,1,1,1,5.0,1,1,1,12,3,12,8,37.0,375,2009,1,0,0
239,1,42,1981,6,1,1,3,5.0,1,1,1,6,7,3,3,29.0,312,2011,4,0,0
240,1,41,1982,5,1,1,3,8.0,1,1,1,5,5,10,8,37.0,602,2017,4,0,0
241,2,50,1973,5,1,1,2,17.0,1,1,1,16,6,7,1,37.0,750,1992,4,0,0
242,2,60,1963,4,1,2,0,,1,1,1,9,5,4,8,52.0,379,1996,4,0,0
243,1,43,1980,2,1,2,0,,1,1,1,3,6,9,8,44.0,345,2007,4,0,0
244,1,53,1970,5,1,1,3,0.0,1,1,1,5,3,12,3,25.0,272,2011,4,0,0
245,2,45,1978,4,1,1,1,9.0,1,1,1,5,1,6,8,35.0,517,2007,3,0,0
246,2,57,1966,3,1,1,1,16.0,1,1,2,7,4,1,8,45.0,314,1993,4,0,0
247,2,38,1985,6,1,2,0,,1,1,1,6,1,11,2,36.0,122,2015,1,0,0
248,1,37,1986,7,1,1,1,3.0,1,1,1,10,2,3,1,34.0,175,2004,4,0,0
249,1,38,1985,5,1,1,3,14.0,1,1,1,6,6,3,8,31.0,632,2003,4,0,0
250,1,61,1962,5,1,1,3,14.0,1,1,4,11,4,8,3,40.0,585,1999,4,0,0
251,2,46,1977,6,1,2,0,,1,1,2,9,5,10,8,54.0,688,1995,4,0,0
252,2,28,1995,4,2,2,0,,1,1,5,16,4,10,8,33.0,484,2013,4,0,0
253,1,23,2000,5,1,1,1,8.0,1,1,4,15,4,11,8,49.0,275,2020,2,0,0
254,1,42,1981,5,1,2,0,,1,1,1,6,3,11,8,43.0,342,2014,4,0,0
255,1,54,1969,6,1,2,0,,1,1,2,1,2,2,3,35.0,149,2017,3,0,0
256,2,41,1982,6,2,2,0,,1,1,1,10,2,4,8,44.0,157,2004,4,0,0
257,2,44,1979,5,1,2,0,,1,1,4,6,6,9,3,28.0,441,2009,4,0,0
258,1,53,1970,3,1,1,2,2.0,1,1,1,16,7,5,8,45.0,606,2020,3,0,0
259,1,42,1981,5,1,1,3,5.0,1,1,1,7,1,9,8,39.0,958,2005,3,0,0
260,2,58,1965,4,1,1,1,3.0,1,1,4,5,4,6,8,39.0,380,2018,3,0,0
261,1,47,1976,6,1,1,1,8.0,1,1,3,6,4,6,1,40.0,174,2009,4,0,0
262,2,51,1972,3,1,2,0,,1,1,4,15,4,1,3,47.0,480,2023,4,1,1
263,1,53,1970,3,1,1,2,11.0,1,1,1,2,2,8,8,33.0,371,1995,3,0,0
264,1,47,1976,5,1,1,2,16.0,1,1,1,17,1,11,8,22.0,363,2001,4,0,0
265,2,24,1999,5,2,2,0,,1,1,1,4,2,10,8,21.0,480,2017,4,0,0
266,1,39,1984,6,2,2,0,,1,1,1,15,2,5,8,37.0,183,2002,1,0,0
267,1,27,1996,3,2,2,0,,1,1,1,10,1,9,2,58.0,440,2016,2,0,0
268,1,42,1981,6,1,1,2,3.0,1,1,1,10,3,3,8,37.0,476,2014,4,0,0
269,1,27,1996,2,2,2,0,,1,1,2,4,5,8,8,52.0,689,2014,4,0,0
270,1,42,1981,2,2,2,0,,1,1,1,13,7,5,1,34.0,504,1999,3,0,0
271,1,35,1988,5,1,2,0,,1,1,2,12,5,12,8,46.0,677,2023,3,1,1
272,1,22,2001,4,2,2,0,,1,1,3,9,2,9,8,35.0,346,2019,3,0,0
273,1,26,1997,5,2,2,0,,1,1,2,8,3,1,8,29.0,337,2015,4,0,0
274,2,42,1981,2,1,2,0,,1,1,1,11,3,11,2,40.0,643,2021,4,0,0
275,2,25,1998,2,2,2,0,,1,1,1,9,2,9,8,42.0,172,2016,4,0,0
276,1,56,1967,5,1,2,0,,1,1,1,17,7,3,8,42.0,333,2020,3,0,0
277,1,52,1971,4,1,1,3,14.0,1,1,2,1,5,4,8,49.0,671,1996,4,0,0
278,1,50,1973,5,1,1,3,14.0,1,1,1,5,4,3,8,44.0,465,2004,4,0,0
279,2,28,1995,5,2,2,0,,1,1,1,15,4,4,8,50.0,362,2013,4,0,0
280,2,53,1970,3,1,2,0,,1,1,5,14,3,12,8,50.0,367,2007,4,0,0
281,1,47,1976,5,2,2,0,,1,1,2,6,3,11,2,40.0,411,1994,4,0,0
282,1,37,1986,4,1,2,0,,1,1,3,9,5,7,1,26.0,702,2013,1,0,0
283,1,22,2001,5,1,2,0,,1,1,1,1,7,5,1,36.0,593,2019,3,0,0
284,1,43,1980,3,1,1,3,9.0,1,1,4,4,4,5,3,44.0,463,2021,4,0,0
